chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
chr3L,15595176,+,3.77,1,1,1
chr3L,15596871,-,1.97,0.277,0.14,0.436
chr3L,15603412,+,3.84,0.986,0.758,1
chr3L,15614996,-,2.64,0.998,0.871,1
chr3L,15617940,+,3.6,1,0.939,1
chr3L,15621105,+,4.42,1,1,1
chr3L,15632491,-,6.74,0.986,0.814,1
chr3L,15640302,+,3.79,0.995,0.903,1
chr3L,15644300,+,2.13,0.395,0.255,0.534
chr3L,15661039,-,4.3,0.969,0.72,1
chr3L,15665680,+,2.28,1,0.812,1
chr3L,15710730,+,4.34,1,1,1
chr3L,15720287,+,2.28,0.7,0.558,0.843
chr3L,15738459,-,2.67,0.959,0.71,1
chr3L,15752385,+,3.22,1,0.827,1
chr3L,15764476,+,3.6,1,1,1
chr3L,15773145,-,3.52,1,0.827,1
chr3L,15776332,+,4,0.998,0.998,0.998
chr3L,15778289,+,2.51,0.708,0.605,0.832
chr3L,15790374,-,3.2,1,0.808,1
chr3L,15797629,-,2.33,0.347,0.208,0.507
chr3L,15804482,+,4.21,1,0.907,1
chr3L,15806532,+,3.4,1,0.818,1
chr3L,15813229,+,4.74,1,0.784,1
chr3L,15813476,-,3.67,0.997,0.735,1
chr3L,15844986,-,1.82,0.728,0.638,0.809
chr3L,15863141,+,2.9,1,0.802,1
chr3L,15876832,-,2.92,0.957,0.712,1
chr3L,15887607,-,1.93,0.562,0.447,0.74
chr3L,15901348,+,2.92,1,0.768,1
chr3L,15909679,-,2.53,0.966,0.837,0.991
chr3L,15946203,+,3.79,1,1,1
chr3L,15953203,+,1.77,0.482,0.353,0.597
chr3L,15972436,+,2.9,0.994,0.758,1
chr3L,16011627,+,2.93,1,0.763,1
chr3L,16045645,-,2.18,1,1,1
chr3L,16066382,-,4.3,1,0.767,1
chr3L,16097485,-,4.51,0.993,0.837,1
chr3L,16103863,-,2.99,0.98,0.722,1
chr3L,16107614,+,1.67,0,0,0
chr3L,16109630,-,3.28,0.995,0.849,0.997
chr3L,16128764,+,3.01,0.998,0.89,1
chr3L,16147098,+,1.72,0.402,0.255,0.531
chr3L,16175341,-,3.56,1,0.835,1
chr3L,16178703,-,2.81,0.996,0.996,0.998
chr3L,16203326,-,4.66,0.996,0.962,1
chr3L,16212773,+,2.82,0.987,0.869,0.992
chr3L,16215235,-,4.13,1,0.738,1
chr3L,16220747,-,3,0.967,0.722,0.999
chr3L,16224179,-,3.69,1,0.808,1
chr3L,16235568,-,2.44,1,1,1
chr3L,16243542,+,3.63,1,0.734,1
chr3L,16254842,+,2.78,1,1,1
chr3L,16255059,+,3.22,0.986,0.734,1
chr3L,16257720,+,2.55,0.999,0.766,1
chr3L,16283959,+,2.87,1,0.718,1
chr3L,16290558,+,4.2,0.994,0.782,1
chr3L,16291242,+,2.78,1,0.922,1
chr3L,16375246,+,3.25,1,0.916,1
chr3L,16375836,-,3.29,0.96,0.717,1
chr3L,16376250,-,5.66,0.992,0.716,0.999
chr3L,16395062,+,4.25,0.944,0.727,1
chr3L,16409067,+,2.67,1,0.761,1
chr3L,16450910,-,2.91,1,0.76,1
chr3L,16465068,-,4.76,1,1,1
chr3L,16465511,+,3.87,0.983,0.728,1
chr3L,16470453,-,1.73,0.664,0.541,0.752
chr3L,16472144,+,3.03,0.961,0.708,1
chr3L,16474583,+,3.48,1,0.823,1
chr3L,16481938,-,2.42,0.991,0.855,0.998
chr3L,16489739,-,2,0.586,0.427,0.711
chr3L,16498646,-,3.69,0.991,0.837,0.997
chr3L,16502632,+,2.06,0.991,0.791,0.999
chr3L,16506367,+,3.06,1,1,1
chr3L,16517351,-,2.78,0.98,0.95,1
chr3L,16527914,+,4.16,0.994,0.987,1
chr3L,16530711,+,3.54,1,0.759,1
chr3L,16549522,+,4.63,1,1,1
chr3L,16558415,-,2.11,0.998,0.997,1
chr3L,16580759,+,1.65,0.68,0.538,0.785
chr3L,16624652,-,3.96,1,0.753,1
chr3L,16646393,-,4.65,0.991,0.884,1
chr3L,16682285,-,4.71,0.917,0.712,1
chr3L,16688946,+,2.78,1,0.829,1
chr3L,16696577,+,4.13,1,0.865,1
chr3L,16700278,+,1.58,0.691,0.647,0.788
chr3L,16716965,+,3.34,0.99,0.966,0.999
chr3L,16725436,+,4.27,0.984,0.97,1
chr3L,16733780,-,2.78,1,0.759,1
chr3L,16739425,+,3.32,1,0.77,1
chr3L,16743316,+,3.25,1,0.788,1
chr3L,16763806,-,1.5,0.591,0.464,0.72
chr3L,16772730,+,4.27,1,0.786,1
chr3L,16786477,-,3.33,0.999,0.995,1
chr3L,16799743,-,2.85,1,1,1
chr3L,16813632,+,2.23,1,1,1
chr3L,16849719,+,2.79,0.993,0.99,1
chr3L,16856787,-,3.13,0.997,0.861,1
chr3L,16861404,+,2.56,1,0.791,1
chr3L,16871323,-,2.35,1,1,1
chr3L,16881077,-,3.99,1,0.81,1
chr3L,16889575,+,3.19,0.986,0.717,1
chr3L,16893478,+,9.52,1,1,1
chr3L,16896233,+,3.64,0.995,0.832,0.997
chr3L,16915823,-,2.71,1,0.83,1
chr3L,16936616,+,3.69,1,0.978,1
chr3L,16936798,+,2.16,0.762,0.695,0.849
chr3L,16940114,-,3.06,0.986,0.73,1
chr3L,16951777,-,2.7,0.997,0.744,1
chr3L,16978005,+,3.52,0.995,0.744,0.998
chr3L,16983674,+,3.83,0.998,0.994,1
chr3L,16989229,-,4.4,1,1,1
chr3L,16990660,+,1.74,0.524,0.367,0.659
chr3L,17001774,-,2.92,1,0.765,1
chr3L,17001782,+,3.57,1,0.715,1
chr3L,17033675,-,2.4,1,1,1
chr3L,17044783,-,1.72,0.629,0.506,0.756
chr3L,17050869,+,2.32,1,1,1
chr3L,17082643,-,3.14,0.973,0.72,1
chr3L,17084985,+,3.67,1,0.74,1
chr3L,17085405,-,2.79,0.986,0.727,1
chr3L,17100214,-,2.52,1,0.702,1
chr3L,17115966,+,4.52,1,0.938,1
chr3L,17125441,+,2.01,0.792,0.747,0.85
chr3L,17125973,-,3.4,1,0.9,1
chr3L,17135010,+,1.83,0.954,0.891,1
chr3L,17136787,+,2.35,0.986,0.77,1
chr3L,17176810,-,3.24,0.984,0.729,1
chr3L,17192357,+,3.56,1,1,1
chr3L,17199763,+,1.77,0.78,0.708,0.855
chr3L,17206222,-,3.67,0.963,0.703,1
chr3L,17226834,+,3.93,1,0.993,1
chr3L,17241378,-,3.67,0.997,0.738,1
chr3L,17241736,+,4.27,0.991,0.982,1
chr3L,17257414,-,2.01,1,1,1
chr3L,17269437,+,4.02,1,0.774,1
chr3L,17274903,+,1.76,0.749,0.641,0.834
chr3L,17296792,-,3.16,1,1,1
chr3L,17297586,-,1.69,0.565,0.458,0.737
chr3L,17306732,-,2.8,1,0.982,1
chr3L,17311540,+,1.95,1,0.871,1
chr3L,17320659,-,2.08,0.767,0.705,0.831
chr3L,17349482,-,2.35,1,0.755,1
chr3L,17353980,-,3.5,0.945,0.719,1
chr3L,17363247,-,1.98,0.758,0.567,0.844
chr3L,17380037,+,2.73,1,1,1
chr3L,17384196,+,4.23,0.976,0.783,0.989
chr3L,17385773,-,2.07,0.185,0.065,0.34
chr3L,17385939,-,1.81,0.182,0.035,0.315
chr3L,17401588,-,2.41,1,0.99,1
chr3L,17436636,+,3.41,1,0.926,1
chr3L,17486981,+,3.03,1,0.724,1
chr3L,17494196,-,2.64,1,0.784,1
chr3L,17500433,-,3.45,0.996,0.854,1
chr3L,17507484,+,2.32,0.876,0.817,0.932
chr3L,17528455,-,2.89,1,0.992,1
chr3L,17546496,+,5.26,1,0.872,1
chr3L,17572562,+,4.24,0.993,0.888,1
chr3L,17599244,-,2,0.627,0.507,0.728
chr3L,17600747,-,6.86,1,0.92,1
chr3L,17616267,-,3.41,1,0.882,1
chr3L,17617426,-,1.91,1,0.762,1
chr3L,17617452,-,1.85,0.838,0.79,0.891
chr3L,17631675,+,1.5,0.135,0.084,0.317
chr3L,17644690,-,4.7,1,1,1
chr3L,17646661,+,2.86,1,0.866,1
chr3L,17653341,+,2.94,0.989,0.736,1
chr3L,17664413,-,3.44,0.992,0.88,1
chr3L,17668570,-,2.02,0.745,0.665,0.868
chr3L,17695837,+,2.24,1,0.759,1
chr3L,17698631,+,2.99,1,0.735,1
chr3L,17701009,+,4.3,0.96,0.703,1
chr3L,17721919,+,2.27,0.943,0.723,1
chr3L,17726542,-,3.03,1,0.846,1
chr3L,17735562,+,1.63,0.728,0.667,0.788
chr3L,17751795,-,2.69,0.986,0.803,0.991
chr3L,17779463,-,2.58,1,0.89,1
chr3L,17788520,+,1.75,0.787,0.721,0.853
chr3L,17794580,+,2.55,0.981,0.728,1
chr3L,17803177,-,4.71,1,0.749,1
chr3L,17842349,-,3.67,1,0.784,1
chr3L,17857260,-,1.93,0.924,0.853,0.981
chr3L,17857917,+,1.76,1,1,1
chr3L,17864672,+,1.88,0.701,0.606,0.807
chr3L,17875494,-,4.07,0.987,0.936,1
chr3L,17876183,+,2.78,0.897,0.702,1
chr3L,17882235,+,2.66,0.996,0.726,1
chr3L,17883871,-,2.71,0.977,0.706,1
chr3L,17894925,+,2.79,0.992,0.765,1
chr3L,17895332,-,4.95,1,0.821,1
chr3L,17895344,-,3.16,1,0.79,1
chr3L,17910740,+,2.3,1,0.708,1
chr3L,17912628,-,2.45,1,0.751,1
chr3L,17937232,+,5.33,1,1,1
chr3L,17951689,-,5.91,1,0.905,1
chr3L,17961676,+,3.68,0.995,0.992,1
chr3L,17963908,+,2.73,1,1,1
chr3L,17964886,+,2.01,0.91,0.873,0.947
chr3L,17970521,-,4.48,1,0.887,1
chr3L,17979118,-,2.65,0.973,0.735,1
chr3L,17985351,+,3.43,1,0.95,1
chr3L,17989258,-,2.78,1,0.72,1
chr3L,17999707,-,3.11,1,0.817,1
chr3L,18032783,+,3.27,1,1,1
chr3L,18032821,+,3.76,1,0.892,1
chr3L,18050698,-,1.6,0.704,0.653,0.769
chr3L,18083645,-,3.71,1,0.831,1
chr3L,18102418,-,3.46,1,0.836,1
chr3L,18125342,+,1.63,0.166,0.031,0.329
chr3L,18130726,-,1.83,0.608,0.483,0.738
chr3L,18140787,-,2.77,1,1,1
chr3L,18145455,-,2.93,0.959,0.711,1
chr3L,18156555,-,3.18,0.978,0.766,1
chr3L,18163156,+,3.81,0.994,0.777,1
chr3L,18170497,+,3.41,0.997,0.802,0.998
chr3L,18177848,-,3.19,1,0.906,1
chr3L,18193420,-,2.91,1,1,1
chr3L,18224417,+,4.61,1,0.881,1
chr3L,18231980,+,6.82,0.984,0.805,1
chr3L,18233637,-,4.61,1,1,1
chr3L,18235091,-,5.04,1,0.985,1
chr3L,18237218,-,1.71,0.695,0.536,0.797
chr3L,18268920,+,3.88,0.973,0.717,1
chr3L,18292798,-,3.23,0.996,0.995,0.999
chr3L,18318049,+,2.97,0.981,0.713,0.993
chr3L,18345563,+,3.99,0.984,0.721,1
chr3L,18355915,-,3.28,1,0.753,1
chr3L,18357345,-,2.79,1,1,1
chr3L,18381175,-,4.08,1,1,1
chr3L,18399734,-,3.46,1,0.889,1
chr3L,18402069,-,3.88,0.986,0.742,1
chr3L,18406275,-,2.72,1,0.744,1
chr3L,18414130,-,1.94,0.532,0.395,0.68
chr3L,18417713,-,3.6,1,0.792,1
chr3L,18420168,+,2.28,1,0.912,1
chr3L,18429872,-,5.02,0.945,0.893,0.974
chr3L,18451604,-,1.72,0.718,0.493,0.788
chr3L,18453748,+,2.28,1,0.821,1
chr3L,18491069,-,3.55,0.978,0.798,0.991
chr3L,18496514,+,2.9,1,1,1
chr3L,18497375,+,3.75,1,0.783,1
chr3L,18519551,+,3.72,1,0.782,1
chr3L,18532614,-,5.18,1,0.798,1
chr3L,18552353,-,2.39,0.986,0.98,1
chr3L,18573744,+,1.77,0.887,0.736,0.911
chr3L,18583272,+,2.4,0.984,0.755,1
chr3L,18591207,+,2.86,1,0.846,1
chr3L,18594004,+,3.18,1,0.86,1
chr3L,18596653,+,1.76,0.708,0.505,0.791
chr3L,18610485,+,4.02,1,0.984,1
chr3L,18611310,-,3.79,0.913,0.718,1
chr3L,18611395,+,3.4,0.987,0.888,0.993
chr3L,18614613,+,3.02,0.973,0.711,1
chr3L,18631302,-,2.66,1,1,1
chr3L,18632036,-,3.21,0.973,0.719,1
chr3L,18647918,-,3.89,1,1,1
chr3L,18651554,+,3.77,0.955,0.759,1
chr3L,18652215,+,3.31,1,0.97,1
chr3L,18652237,+,2.41,0.925,0.749,1
chr3L,18654357,+,4.59,1,1,1
chr3L,18658758,-,2.76,1,1,1
chr3L,18692886,-,2.77,1,0.726,1
chr3L,18697709,+,2.49,1,1,1
chr3L,18706399,+,3.18,1,0.731,1
chr3L,18706772,+,2.42,1,0.829,1
chr3L,18706853,+,3.84,1,0.825,1
chr3L,18716962,-,1.61,0.303,0.153,0.433
chr3L,18717112,-,3.34,1,0.739,1
chr3L,18745168,+,3.79,1,0.877,1
chr3L,18747732,-,2.44,0.272,0.136,0.427
chr3L,18759113,+,2.95,0.97,0.753,1
chr3L,18761338,+,3.49,1,0.799,1
chr3L,18761345,-,4.29,1,0.924,1
chr3L,18762162,+,3.8,1,1,1
chr3L,18763770,-,2.38,0.389,0.266,0.527
chr3L,18781084,+,1.79,0.599,0.522,0.723
chr3L,18787776,-,3.61,0.977,0.751,0.997
chr3L,18788010,+,2.72,0.883,0.703,1
chr3L,18788012,+,3.18,0.981,0.767,1
chr3L,18788016,+,4.37,0.999,0.83,1
chr3L,18798201,-,2.31,1,1,1
chr3L,18806571,-,2.01,0.697,0.579,0.771
chr3L,18810252,+,3.05,0.922,0.703,1
chr3L,18817823,+,4.24,1,0.861,1
chr3L,18830866,-,3.44,0.996,0.767,1
chr3L,18831408,+,2.85,1,0.79,1
chr3L,18840479,-,1.8,0.695,0.577,0.817
chr3L,18841867,-,2.85,0.993,0.701,0.998
chr3L,18853157,+,1.88,1,0.991,1
chr3L,18862004,-,4.01,1,0.993,1
chr3L,18890969,+,1.98,1,0.853,1
chr3L,18904109,+,2.71,0.997,0.812,1
chr3L,18906232,-,2.63,0.999,0.992,1
chr3L,18906644,-,3.15,1,0.89,1
chr3L,18923748,-,4.64,0.993,0.825,1
chr3L,18930702,+,3.01,1,1,1
chr3L,18945105,-,2.33,0.671,0.55,0.813
chr3L,18952375,+,4.96,1,0.799,1
chr3L,18962481,+,3.04,1,0.77,1
chr3L,18966117,-,2.48,1,0.845,1
chr3L,19019865,-,2.71,0.977,0.717,1
chr3L,19040064,+,3.06,1,1,1
chr3L,19048524,+,5.09,0.962,0.736,1
chr3L,19051662,-,3.4,1,0.746,1
chr3L,19077349,+,2.2,0.942,0.711,1
chr3L,19080009,-,2.1,1,0.836,1
chr3L,19105506,+,4.9,0.997,0.949,1
chr3L,19107718,+,2.13,0.995,0.936,1
chr3L,19108298,-,2.88,1,0.981,1
chr3L,19112571,+,1.92,1,0.874,1
chr3L,19117903,-,3.38,1,0.772,1
chr3L,19118433,-,1.93,0.742,0.564,0.824
chr3L,19126710,+,4.38,0.981,0.952,1
chr3L,19128546,+,3.37,1,0.766,1
chr3L,19153060,+,2.45,1,0.748,1
chr3L,19156904,-,3.75,1,0.836,1
chr3L,19158283,-,4.26,0.939,0.713,1
chr3L,19158535,-,2.99,0.976,0.95,1
chr3L,19166371,+,2.66,1,0.868,1
chr3L,19166749,-,3.37,1,0.728,1
chr3L,19172661,-,2.49,1,0.719,1
chr3L,19182672,+,2.8,0.984,0.902,0.999
chr3L,19190855,-,2.99,1,0.775,1
chr3L,19192881,-,1.94,0.7,0.513,0.81
chr3L,19199822,+,1.72,0.521,0.41,0.633
chr3L,19222147,-,1.65,0.604,0.486,0.722
chr3L,19233102,-,2.22,1,1,1
chr3L,19239990,-,2.31,1,1,1
chr3L,19241057,+,1.58,0.837,0.828,0.853
chr3L,19245120,+,3.61,1,0.939,1
chr3L,19254863,-,3.42,1,0.747,1
chr3L,19264866,-,1.75,1,0.921,1
chr3L,19277418,+,4.99,0.992,0.98,1
chr3L,19286715,+,3.19,1,0.797,1
chr3L,19292209,+,3.37,1,0.986,1
chr3L,19302960,-,3.69,0.979,0.716,1
chr3L,19345330,-,4.09,1,0.829,1
chr3L,19365257,+,2.35,1,0.725,1
chr3L,19386231,+,5.38,1,0.929,1
chr3L,19395057,+,2.61,1,0.721,1
chr3L,19395530,-,3.96,1,0.905,1
chr3L,19398718,-,2.41,1,0.772,1
chr3L,19410387,-,3.73,0.962,0.727,1
chr3L,19410970,-,3.45,1,0.752,1
chr3L,19437697,-,3.73,0.998,0.767,0.999
chr3L,19448959,-,3,1,0.789,1
chr3L,19480930,-,2.79,1,0.859,1
chr3L,19497251,-,3.95,1,0.865,1
chr3L,19499136,-,3.11,0.996,0.789,1
chr3L,19502700,+,4.58,1,0.992,1
chr3L,19514220,-,2.95,1,0.923,1
chr3L,19530366,+,3.85,1,0.817,1
chr3L,19579251,-,3.75,1,0.788,1
chr3L,19610171,+,3.43,1,1,1
chr3L,19628077,-,3.04,1,1,1
chr3L,19645635,+,3.26,1,0.826,1
chr3L,19645765,+,3.24,0.94,0.703,1
chr3L,19646513,-,3.97,1,0.873,1
chr3L,19681463,-,2.66,1,1,1
chr3L,19691197,+,2.97,0.994,0.837,1
chr3L,19701928,+,3.32,0.993,0.871,1
chr3L,19772147,+,2.64,1,1,1
chr3L,19792091,-,2.15,0.634,0.501,0.779
chr3L,19795718,+,2.92,0.995,0.831,0.999
chr3L,19808010,+,1.76,0.679,0.539,0.784
chr3L,19852487,-,3.72,0.926,0.706,1
chr3L,19858921,+,2.73,0.996,0.811,1
chr3L,19864484,+,2.49,1,0.877,1
chr3L,19868476,-,2.86,1,0.737,1
chr3L,19901754,+,3.13,1,0.908,1
chr3L,19911023,+,2.76,1,0.774,1
chr3L,19930640,+,3.48,1,0.87,1
chr3L,19938013,+,4.11,1,0.711,1
chr3L,19939161,-,1.64,0.84,0.794,0.885
chr3L,19983003,+,3.46,0.98,0.799,0.999
chr3L,19986168,+,5.07,1,0.945,1
chr3L,20005240,-,4.05,1,0.935,1
chr3L,20010894,+,1.82,0.715,0.623,0.799
chr3L,20034591,-,2.84,0.993,0.76,1
chr3L,20035208,-,2.29,0.289,0.14,0.431
chr3L,20043933,+,2.02,0.767,0.644,0.868
chr3L,20090861,-,1.61,0.864,0.837,0.888
chr3L,20095977,-,3.96,1,0.832,1
chr3L,20108967,+,2.15,0.777,0.641,0.872
chr3L,20113590,-,4.76,0.987,0.73,1
chr3L,20123944,+,3.19,1,1,1
chr3L,20130897,-,2.38,1,1,1
chr3L,20137410,+,1.63,0.801,0.763,0.86
chr3L,20141815,+,3.82,1,0.718,1
chr3L,20149300,-,3.51,0.975,0.753,1
chr3L,20169352,+,4.07,1,0.803,1
chr3L,20176507,-,2.26,1,1,1
chr3L,20188955,-,2.61,1,0.817,1
chr3L,20191485,+,4.12,0.942,0.735,1
chr3L,20206481,+,3.78,1,0.777,1
chr3L,20207371,+,3.53,1,0.707,1
chr3L,20213416,-,4.77,1,1,1
chr3L,20225331,+,3.36,0.961,0.705,1
chr3L,20237906,-,1.66,0.727,0.625,0.798
chr3L,20248502,+,4.27,1,0.835,1
chr3L,20257782,+,2.54,1,0.76,1
chr3L,20280098,-,4.92,0.956,0.83,0.98
chr3L,20289204,-,5.95,0.988,0.823,0.996
chr3L,20293845,+,1.82,0.816,0.762,0.874
chr3L,20320362,-,3.36,0.964,0.711,1
chr3L,20323597,+,3.24,0.999,0.999,1
chr3L,20323883,+,2.87,1,0.736,1
chr3L,20329375,-,1.59,0.727,0.662,0.782
chr3L,20358291,+,2.92,1,0.79,1
chr3L,20375782,-,3.14,0.998,0.789,1
chr3L,20376622,-,4.53,0.983,0.969,1
chr3L,20380986,+,2.11,1,0.965,1
chr3L,20413515,+,3.51,1,0.863,1
chr3L,20444493,-,3.18,1,0.946,1
chr3L,20452273,-,4.47,1,1,1
chr3L,20482105,+,2.77,1,1,1
chr3L,20512778,-,1.92,0.501,0.368,0.652
chr3L,20526487,+,2.66,0.999,0.736,1
chr3L,20528408,+,3.35,1,1,1
chr3L,20545750,-,3.04,1,0.827,1
chr3L,20549034,-,3.49,1,0.761,1
chr3L,20551879,+,3.29,1,1,1
chr3L,20554211,+,4.66,1,0.825,1
chr3L,20578795,+,2.49,0.628,0.536,0.772
chr3L,20578804,+,2.28,0.366,0.273,0.506
chr3L,20589485,-,3.26,0.962,0.706,1
chr3L,20610512,+,3.25,0.998,0.86,1
chr3L,20614001,-,2.07,0.971,0.949,0.991
chr3L,20614404,+,1.48,0.04,0,0.197
chr3L,20616201,-,3.24,1,0.959,1
chr3L,20616719,-,4.43,0.984,0.711,1
chr3L,20633719,+,3.06,1,0.807,1
chr3L,20638010,+,3.28,0.979,0.726,0.992
chr3L,20645945,+,3.97,0.999,0.779,1
chr3L,20651057,+,2.89,0.96,0.708,1
chr3L,20686961,+,3.49,1,0.927,1
chr3L,20721319,+,3.35,1,1,1
chr3L,20731642,+,2.15,0.276,0.101,0.374
chr3L,20732360,+,1.74,0.787,0.779,0.824
chr3L,20735358,-,3.32,1,0.793,1
chr3L,20742628,+,1.89,0.577,0.403,0.688
chr3L,20769288,-,3.66,0.99,0.814,1
chr3L,20792978,-,4.7,1,0.88,1
chr3L,20835896,+,2.21,0.71,0.587,0.844
chr3L,20844877,-,3,0.968,0.753,0.999
chr3L,20852109,+,3.08,1,0.837,1
chr3L,20862065,-,4.54,1,0.816,1
chr3L,20868507,-,3.29,0.993,0.708,0.997
chr3L,20869903,+,3.41,0.949,0.709,1
chr3L,20886287,-,1.86,0.653,0.545,0.746
chr3L,20897676,+,1.44,0.145,0.072,0.252
chr3L,20906012,+,4.38,0.979,0.957,1
chr3L,20906042,+,3.97,0.988,0.981,1
chr3L,20907538,-,2.8,0.987,0.711,1
chr3L,20919349,-,2.42,0.997,0.707,1
chr3L,20936511,-,2.51,0.987,0.98,0.998
chr3L,20951375,-,3.02,0.985,0.846,0.993
chr3L,20952418,+,3.67,0.94,0.727,1
chr3L,20974580,-,3.42,0.998,0.998,1
chr3L,20984628,+,3.1,1,0.856,1
chr3L,21020803,-,2.24,0.984,0.706,1
chr3L,21025058,-,7.05,1,0.869,1
chr3L,21027441,+,3.2,1,0.73,1
chr3L,21055435,-,2.49,0.666,0.514,0.801
chr3L,21055530,+,3.23,1,0.787,1
chr3L,21056345,+,2.52,1,0.757,1
chr3L,21088272,+,3.06,0.994,0.931,1
chr3L,21093484,-,3.14,0.994,0.836,0.997
chr3L,21097482,+,3.76,1,1,1
chr3L,21107308,+,2.83,0.973,0.722,1
chr3L,21111576,+,2.82,1,0.753,1
chr3L,21112190,+,3.3,0.94,0.707,0.997
chr3L,21149155,+,1.58,0.117,0,0.282
chr3L,21168226,+,3.82,0.995,0.994,0.998
chr3L,21173840,+,3.76,0.99,0.765,0.995
chr3L,21186897,-,2.35,0.997,0.714,1
chr3L,21187661,-,2.6,0.957,0.716,1
chr3L,21192224,-,2.58,1,0.905,1
chr3L,21195506,+,2.28,0.641,0.524,0.794
chr3L,21214543,-,2.65,1,0.836,1
chr3L,21215985,+,4.85,1,0.79,1
chr3L,21217050,+,4.25,0.977,0.735,1
chr3L,21225613,-,3.81,1,0.722,1
chr3L,21234838,-,2.63,1,0.789,1
chr3L,21258421,+,1.61,0.255,0.112,0.408
chr3L,21349927,-,3.81,0.984,0.798,1
chr3L,21376526,-,1.52,0.109,0,0.269
chr3L,21389127,-,2.33,1,0.782,1
chr3L,21394132,-,2.26,0.984,0.781,1
chr3L,21402511,+,6.16,1,0.953,1
chr3L,21409854,+,3.59,0.973,0.725,1
chr3L,21412905,-,2,1,0.732,1
chr3L,21441093,-,2.18,0.942,0.707,1
chr3L,21444608,-,3.79,1,0.883,1
chr3L,21457755,+,4.17,1,1,1
chr3L,21463266,-,3.5,1,0.798,1
chr3L,21467696,-,3.49,0.977,0.905,1
chr3L,21471725,+,7.68,0.98,0.945,0.989
chr3L,21475233,+,2.04,0.588,0.461,0.682
chr3L,21479834,+,3.83,1,0.84,1
chr3L,21499474,+,2.89,1,0.762,1
chr3L,21511930,-,2.9,1,0.914,1
chr3L,21517198,-,3.24,1,0.86,1
chr3L,21531890,-,3.12,1,0.751,1
chr3L,21537851,+,1.87,0.864,0.828,0.913
chr3L,21537881,+,2.81,0.845,0.793,0.9
chr3L,21538008,+,6.36,1,0.764,1
chr3L,21550310,+,3.63,1,0.812,1
chr3L,21554121,+,3.93,0.998,0.862,0.999
chr3L,21555425,+,3.06,1,1,1
chr3L,21556145,+,3.63,1,0.809,1
chr3L,21558285,-,2.91,1,0.993,1
chr3L,21564907,-,4.86,1,0.802,1
chr3L,21584748,+,4.07,1,0.704,1
chr3L,21597541,+,2.77,1,1,1
chr3L,21605050,+,3.01,1,0.715,1
chr3L,21621156,-,1.99,1,0.72,1
chr3L,21632228,-,3.06,1,0.76,1
chr3L,21639999,+,1.84,0.778,0.705,0.852
chr3L,21640389,+,1.8,0.825,0.699,0.89
chr3L,21668605,-,3.52,1,0.882,1
chr3L,21699846,-,3.31,0.969,0.724,0.986
chr3L,21729564,-,3.79,0.982,0.793,1
chr3L,21733584,+,4.48,1,0.873,1
chr3L,21750282,+,2.44,0.703,0.595,0.819
chr3L,21779430,+,2.73,1,0.835,1
chr3L,21783968,-,1.67,0.654,0.566,0.757
chr3L,21789848,+,3.17,0.997,0.749,0.999
chr3L,21795452,-,3.12,0.937,0.751,0.979
chr3L,21825201,-,2.79,1,0.731,1
chr3L,21826075,+,2.93,1,0.76,1
chr3L,21860483,+,3.03,1,0.947,1
chr3L,21865723,+,1.72,0.836,0.573,0.87
chr3L,21890684,-,3.11,1,0.797,1
chr3L,21893053,+,5.13,0.983,0.977,0.993
chr3L,21895161,+,3.58,0.937,0.701,1
chr3L,21907980,-,2.62,0.995,0.821,0.997
chr3L,21911503,+,2.7,0.966,0.877,0.984
chr3L,21946814,-,2.18,0.996,0.992,1
chr3L,21948026,-,3.37,0.987,0.739,1
chr3L,21966758,-,3.78,1,0.763,1
chr3L,21988159,-,4.24,0.985,0.772,1
chr3L,22008359,-,3.98,0.992,0.991,0.995
chr3L,22026192,+,3.54,0.985,0.795,1
chr3L,22030491,+,4.07,1,1,1
chr3L,22030815,+,4.13,0.994,0.763,1
chr3L,22053558,+,2.11,0.736,0.498,0.797
chr3L,22055451,+,3.32,1,0.798,1
chr3L,22084566,+,1.63,0.278,0.183,0.393
chr3L,22088614,+,4.63,0.874,0.784,0.965
chr3L,22100809,+,2.62,1,0.721,1
chr3L,22118488,+,2.39,1,1,1
chr3L,22138936,-,3.14,0.985,0.724,1
chr3L,22139811,+,3.62,0.953,0.77,1
chr3L,22147088,-,1.83,0.114,0.036,0.313
chr3L,22158161,-,6.04,0.954,0.79,1
chr3L,22160370,-,1.63,0.038,0,0.146
chr3L,22167819,+,2.8,1,0.971,1
chr3L,22176912,-,2.32,1,1,1
chr3L,22178628,+,4.09,1,0.878,1
chr3L,22211018,-,2.93,0.999,0.777,1
chr3L,22213849,+,2.56,1,0.776,1
chr3L,22245118,-,2.01,0.898,0.833,0.944
chr3L,22245123,-,6.11,1,0.894,1
chr3L,22247351,-,2.97,0.968,0.777,0.996
chr3L,22275698,-,2.02,0.776,0.683,0.861
chr3L,22283435,+,3.75,1,0.764,1
chr3L,22305548,-,2.73,1,0.761,1
chr3L,22315317,-,2.94,0.984,0.982,0.994
chr3L,22331581,+,4.08,0.936,0.735,1
chr3L,22337285,-,2.93,0.996,0.97,1
chr3L,22349714,-,2.42,1,0.832,1
chr3L,22353558,-,2.78,1,0.714,1
chr3L,22370390,-,4.95,1,1,1
chr3L,22394403,+,3.56,0.285,0.133,0.421
