chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
Ecoli,1879464,-,6.12,1,1,1
Ecoli,1879749,+,4.09,1,0.815,1
Ecoli,1879750,-,5.62,0.956,0.907,0.978
Ecoli,1879757,+,5.81,0.999,0.85,1
Ecoli,1879758,-,4.95,0.897,0.734,1
Ecoli,1880784,+,5.24,0.952,0.785,1
Ecoli,1880785,-,3.88,0.918,0.703,1
Ecoli,1881213,+,5.57,0.979,0.776,1
Ecoli,1881214,-,6.53,1,0.975,1
Ecoli,1881252,+,4.65,1,0.816,1
Ecoli,1881253,-,6.65,1,0.904,1
Ecoli,1881381,+,4.64,1,0.882,1
Ecoli,1881382,-,6.21,0.986,0.812,1
Ecoli,1881939,+,5.41,1,0.933,1
Ecoli,1881940,-,5.61,0.929,0.735,1
Ecoli,1882414,+,6.29,1,0.868,1
Ecoli,1882415,-,5.38,1,0.833,1
Ecoli,1882557,+,4.81,0.942,0.796,1
Ecoli,1882558,-,5.93,0.999,0.954,1
Ecoli,1882666,+,6.11,0.928,0.802,1
Ecoli,1882667,-,5.5,0.896,0.727,1
Ecoli,1883605,+,4.7,0.986,0.866,1
Ecoli,1883606,-,6.09,0.968,0.786,1
Ecoli,1883696,+,5.12,0.97,0.756,1
Ecoli,1883720,-,8.26,1,0.97,1
Ecoli,1883927,+,6.08,1,0.919,1
Ecoli,1883928,-,5.94,0.996,0.97,1
Ecoli,1883986,+,5.31,0.904,0.72,0.991
Ecoli,1883987,-,4.34,0.962,0.799,1
Ecoli,1884067,+,5.55,0.984,0.839,1
Ecoli,1884068,-,5.15,0.94,0.768,1
Ecoli,1884341,+,6.82,1,0.979,1
Ecoli,1884342,-,6.62,0.999,0.965,1
Ecoli,1884379,+,6.41,1,0.966,1
Ecoli,1884380,-,5.54,0.825,0.69,0.958
Ecoli,1884388,+,6.48,0.926,0.752,1
Ecoli,1884389,-,5.27,1,0.903,1
Ecoli,1884757,-,4.58,0.986,0.819,1
Ecoli,1884863,+,5.55,0.879,0.722,1
Ecoli,1884864,-,6.3,0.986,0.828,1
Ecoli,1885162,-,5.42,0.988,0.8,1
Ecoli,1885216,-,5.56,0.865,0.726,1
Ecoli,1885341,+,5.53,0.88,0.707,1
Ecoli,1885342,-,6.01,1,0.899,1
Ecoli,1885490,+,5.62,1,1,1
Ecoli,1885491,-,6.76,0.993,0.969,1
Ecoli,1886128,+,6.51,1,1,1
Ecoli,1886129,-,5.76,1,1,1
Ecoli,1886716,+,4.09,1,0.835,1
Ecoli,1886717,-,6.03,1,0.834,1
Ecoli,1886763,+,4.1,0.986,0.848,1
Ecoli,1886764,-,4.39,0.921,0.757,1
Ecoli,1887024,+,5.84,0.9,0.729,0.994
Ecoli,1887276,+,6.21,1,0.906,1
Ecoli,1887285,-,5.03,0.969,0.75,1
Ecoli,1887296,+,4.99,0.982,0.827,1
Ecoli,1887297,-,4.82,1,0.828,1
Ecoli,1887508,-,4.95,0.912,0.715,1
Ecoli,1887737,+,5.15,0.945,0.82,1
Ecoli,1887738,-,5.79,0.923,0.765,1
Ecoli,1887776,+,5.28,1,1,1
Ecoli,1887777,-,6.6,1,0.99,1
Ecoli,1887786,+,4.92,1,0.87,1
Ecoli,1887787,-,7.31,1,1,1
Ecoli,1887813,+,5.18,1,0.95,1
Ecoli,1887814,-,4.94,1,0.86,1
Ecoli,1887824,+,5.89,1,1,1
Ecoli,1887825,-,6.51,1,1,1
Ecoli,1888232,+,6.44,0.921,0.799,1
Ecoli,1888233,-,6.11,1,1,1
Ecoli,1888391,+,5.72,1,0.958,1
Ecoli,1888392,-,4.83,0.886,0.743,1
Ecoli,1889285,+,4.6,1,0.984,1
Ecoli,1889286,-,3.78,0.951,0.749,1
Ecoli,1889448,+,4.49,1,0.824,1
Ecoli,1889449,-,5.2,0.88,0.759,0.989
Ecoli,1889522,+,5.93,1,0.938,1
Ecoli,1889523,-,5.45,0.981,0.85,1
Ecoli,1889633,+,5.43,0.987,0.847,1
Ecoli,1889634,-,4.72,0.963,0.776,1
Ecoli,1889697,+,5.46,0.939,0.747,1
Ecoli,1889698,-,4.85,0.896,0.73,1
Ecoli,1890050,+,5.06,1,0.793,1
Ecoli,1890051,-,4.49,0.971,0.755,1
Ecoli,1890752,+,6.71,1,0.944,1
Ecoli,1890753,-,5.72,1,0.91,1
Ecoli,1891284,+,5.33,1,0.837,1
Ecoli,1891285,-,6.67,0.992,0.987,1
Ecoli,1891466,+,6.07,0.968,0.81,1
Ecoli,1891467,-,5.34,0.921,0.732,1
Ecoli,1891595,+,6.28,1,0.897,1
Ecoli,1891596,-,6.75,1,0.996,1
Ecoli,1891799,+,5.82,1,0.883,1
Ecoli,1891800,-,5.48,1,0.902,1
Ecoli,1891860,+,5.85,0.996,0.947,1
Ecoli,1891861,-,6.07,0.955,0.797,1
Ecoli,1892025,-,5.55,0.985,0.848,1
Ecoli,1892058,+,4.92,1,0.888,1
Ecoli,1892059,-,5.75,1,0.905,1
Ecoli,1892181,+,5.92,0.927,0.803,1
Ecoli,1892182,-,5.1,1,0.874,1
Ecoli,1892418,-,5.59,1,0.968,1
Ecoli,1892569,-,6.75,0.928,0.758,0.998
Ecoli,1892589,+,5.13,0.993,0.864,1
Ecoli,1892590,-,7.34,0.986,0.972,1
Ecoli,1892844,+,5.07,0.909,0.703,1
Ecoli,1892845,-,4.96,0.958,0.799,0.993
Ecoli,1892873,+,6.78,1,1,1
Ecoli,1892874,-,5.05,1,0.981,1
Ecoli,1893005,+,6.11,1,0.932,1
Ecoli,1893006,-,5.19,0.992,0.855,1
Ecoli,1894512,+,4.72,0.954,0.755,1
Ecoli,1894673,+,5.85,0.928,0.771,0.997
Ecoli,1894674,-,10.44,0.994,0.965,1
Ecoli,1894923,+,4.97,0.892,0.72,1
Ecoli,1895067,+,7.23,1,0.868,1
Ecoli,1895068,-,5.23,1,1,1
Ecoli,1895142,+,6.17,0.998,0.869,1
Ecoli,1895649,+,5.05,1,0.826,1
Ecoli,1895650,-,6.19,1,0.975,1
Ecoli,1895701,-,5.25,1,0.878,1
Ecoli,1895871,+,4.01,0.965,0.791,1
Ecoli,1895872,-,5.56,1,0.957,1
Ecoli,1896534,+,4.98,0.979,0.815,1
Ecoli,1896535,-,5.74,1,1,1
Ecoli,1897026,+,5.26,1,0.853,1
Ecoli,1897027,-,6.83,0.985,0.819,1
Ecoli,1897544,+,5.57,1,0.993,1
Ecoli,1897545,-,4.89,1,0.936,1
Ecoli,1897593,+,6.14,1,0.997,1
Ecoli,1897594,-,4.69,1,0.858,1
Ecoli,1897698,+,6.61,1,1,1
Ecoli,1897699,-,6.43,1,1,1
Ecoli,1898445,+,4.79,0.991,0.984,1
Ecoli,1898446,-,5.45,0.992,0.891,1
Ecoli,1898717,+,4.81,1,1,1
Ecoli,1898718,-,5.41,1,0.929,1
Ecoli,1898838,+,4.7,1,0.945,1
Ecoli,1898839,-,5.99,0.985,0.819,1
Ecoli,1899541,+,5.41,0.911,0.784,1
Ecoli,1899542,-,5.02,0.864,0.729,1
Ecoli,1899585,+,5.76,0.885,0.723,1
Ecoli,1899586,-,4.8,0.927,0.719,1
Ecoli,1900077,+,7.09,1,1,1
Ecoli,1900078,-,6.7,1,0.921,1
Ecoli,1900171,+,5.68,0.914,0.732,1
Ecoli,1900172,-,7.03,0.955,0.801,0.987
Ecoli,1900441,+,8.5,1,0.983,1
Ecoli,1900442,-,4.77,1,0.839,1
Ecoli,1900446,+,6.78,1,1,1
Ecoli,1900447,-,7.06,1,0.882,1
Ecoli,1900678,+,6.31,0.989,0.978,1
Ecoli,1900679,-,4.37,0.863,0.714,1
Ecoli,1900759,+,5.34,0.96,0.788,1
Ecoli,1900760,-,5.3,1,0.889,1
Ecoli,1900921,+,6.43,1,1,1
Ecoli,1900922,-,4.79,0.846,0.705,1
Ecoli,1901128,-,6.82,1,0.877,1
Ecoli,1901247,+,9.6,1,0.983,1
Ecoli,1901726,+,4.03,0.984,0.751,1
Ecoli,1901727,-,4.72,0.903,0.739,1
Ecoli,1901889,+,5.05,1,0.861,1
Ecoli,1901890,-,4.97,1,0.876,1
Ecoli,1902147,+,5.75,1,0.943,1
Ecoli,1902148,-,5.51,1,0.864,1
Ecoli,1902974,-,4.21,0.968,0.816,1
Ecoli,1902994,+,7.96,1,0.976,1
Ecoli,1902995,-,3.71,1,0.893,1
Ecoli,1903000,-,4.39,0.919,0.782,1
Ecoli,1903144,+,5.48,0.998,0.965,1
Ecoli,1903145,-,4.57,0.986,0.869,1
Ecoli,1903256,+,6.32,0.983,0.807,1
Ecoli,1903257,-,5.93,0.932,0.765,1
Ecoli,1903496,+,5.44,0.999,0.999,1
Ecoli,1903497,-,6.9,1,0.982,1
Ecoli,1903647,-,4.62,0.976,0.839,1
Ecoli,1903860,+,5.72,0.941,0.821,1
Ecoli,1903861,-,6.53,1,0.919,1
Ecoli,1904189,+,6.16,1,1,1
Ecoli,1904190,-,6.56,1,0.888,1
Ecoli,1904258,+,6.52,1,0.952,1
Ecoli,1904259,-,5.74,1,1,1
Ecoli,1904684,+,6.27,0.962,0.793,1
Ecoli,1904685,-,5.08,1,0.894,1
Ecoli,1904858,+,5.28,1,1,1
Ecoli,1904865,+,5.6,1,0.872,1
Ecoli,1904866,-,4.85,0.844,0.707,0.981
Ecoli,1905059,+,6.11,0.994,0.871,1
Ecoli,1905060,-,4.74,1,0.93,1
Ecoli,1905074,+,5.34,0.94,0.759,1
Ecoli,1905075,-,4.79,0.836,0.703,1
Ecoli,1905219,+,5.01,0.928,0.801,1
Ecoli,1905220,-,6.16,0.902,0.786,1
Ecoli,1905844,+,4.24,0.939,0.711,1
Ecoli,1905845,-,7.64,1,0.933,1
Ecoli,1906210,+,6.06,0.981,0.831,1
Ecoli,1906211,-,4.92,0.896,0.74,1
Ecoli,1906228,+,6.07,1,0.964,1
Ecoli,1906229,-,6.73,0.837,0.691,0.963
Ecoli,1906920,+,5.58,0.985,0.917,1
Ecoli,1906921,-,6.82,1,0.881,1
Ecoli,1907212,+,6.34,1,1,1
Ecoli,1907213,-,4.77,0.972,0.791,1
Ecoli,1907225,+,4.97,0.968,0.804,1
Ecoli,1907226,-,4.4,1,0.878,1
Ecoli,1907675,+,7.32,0.997,0.899,1
Ecoli,1907676,-,7.39,1,0.877,1
Ecoli,1908396,+,5.88,1,1,1
Ecoli,1908397,-,6.58,1,0.902,1
Ecoli,1908680,+,6.33,0.986,0.863,1
Ecoli,1908681,-,6.02,1,0.849,1
Ecoli,1909455,+,5.33,1,1,1
Ecoli,1909456,-,5.52,0.997,0.89,1
Ecoli,1909632,+,4.55,1,0.926,1
Ecoli,1909633,-,5.66,0.995,0.883,1
Ecoli,1910085,+,7.75,0.874,0.744,1
Ecoli,1910086,-,6.76,0.917,0.778,1
Ecoli,1910669,+,4.72,0.973,0.841,1
Ecoli,1911377,+,6.29,0.88,0.74,1
Ecoli,1911378,-,6.65,1,0.92,1
Ecoli,1911637,+,6.71,1,1,1
Ecoli,1911638,-,5.33,0.91,0.774,1
Ecoli,1911663,+,8.04,1,1,1
Ecoli,1911664,-,5.32,0.896,0.774,1
Ecoli,1911996,+,6.47,1,0.982,1
Ecoli,1911997,-,5.43,1,0.982,1
Ecoli,1912305,+,5.29,1,0.869,1
Ecoli,1912306,-,5.44,0.969,0.776,1
Ecoli,1912377,+,5.72,1,0.869,1
Ecoli,1912378,-,4.49,1,0.972,1
Ecoli,1912396,+,6.23,0.954,0.818,1
Ecoli,1912397,-,4.52,1,0.884,1
Ecoli,1912467,+,6.42,1,0.912,1
Ecoli,1912468,-,7.29,0.999,0.88,1
Ecoli,1912822,+,4.74,1,0.883,1
Ecoli,1912823,-,5.02,1,0.934,1
Ecoli,1912858,+,6.4,0.997,0.982,1
Ecoli,1912859,-,5,1,0.912,1
Ecoli,1912885,+,4.83,1,0.965,1
Ecoli,1912886,-,5.58,1,0.985,1
Ecoli,1913071,+,5.3,0.951,0.776,1
Ecoli,1913294,+,7.7,1,0.932,1
Ecoli,1913295,-,5.97,1,1,1
Ecoli,1913344,+,6.84,1,0.962,1
Ecoli,1913345,-,5.4,1,0.846,1
Ecoli,1914475,+,5.43,0.91,0.759,1
Ecoli,1914476,-,4.64,0.934,0.72,1
Ecoli,1914628,+,5.78,1,0.999,1
Ecoli,1914629,-,5.68,0.975,0.808,1
Ecoli,1914727,+,5.12,0.89,0.748,1
Ecoli,1914728,-,5.97,0.973,0.731,1
Ecoli,1914996,+,4.74,0.915,0.734,1
Ecoli,1915005,-,4.56,1,0.883,1
Ecoli,1915289,+,5.41,1,0.851,1
Ecoli,1915290,-,5.1,0.952,0.785,1
Ecoli,1915360,+,6.43,0.92,0.772,1
Ecoli,1915361,-,6.07,1,0.907,1
Ecoli,1915403,+,5.15,1,0.985,1
Ecoli,1915404,-,5.18,0.979,0.801,1
Ecoli,1916157,+,5.7,1,0.926,1
Ecoli,1916158,-,5.77,1,1,1
Ecoli,1916203,+,5.05,0.921,0.748,1
Ecoli,1916204,-,4.43,0.963,0.78,1
Ecoli,1916985,+,5.95,0.985,0.847,1
Ecoli,1916986,-,7.29,0.986,0.852,1
Ecoli,1917245,+,5.02,0.991,0.86,0.993
Ecoli,1917246,-,4.35,1,0.908,1
Ecoli,1917399,+,6.45,1,1,1
Ecoli,1917405,-,6.38,1,0.987,1
Ecoli,1917760,+,6.08,0.997,0.89,1
Ecoli,1917761,-,7.9,1,0.882,1
Ecoli,1917937,+,6.04,1,1,1
Ecoli,1917938,-,8.47,1,0.825,1
Ecoli,1917988,+,4.95,1,0.977,1
Ecoli,1917989,-,6.56,0.932,0.75,1
Ecoli,1917996,+,6.06,0.999,0.999,1
Ecoli,1917997,-,6.95,1,1,1
Ecoli,1918015,+,5.85,0.973,0.804,1
Ecoli,1918016,-,4.83,1,1,1
Ecoli,1918059,+,4.38,0.887,0.708,1
Ecoli,1918060,-,4.77,0.995,0.83,1
Ecoli,1918128,+,7.22,1,1,1
Ecoli,1918129,-,6.66,0.974,0.777,1
Ecoli,1918147,+,5.84,1,1,1
Ecoli,1918148,-,5.47,1,1,1
Ecoli,1918327,+,7.62,1,1,1
Ecoli,1918493,-,5.39,0.983,0.84,1
Ecoli,1918777,+,10.67,1,0.985,1
Ecoli,1918938,+,5.39,0.964,0.819,0.987
Ecoli,1918939,-,3.91,1,0.906,1
Ecoli,1919099,+,4,0.993,0.878,1
Ecoli,1919100,-,5.54,1,0.943,1
Ecoli,1919176,+,9.39,1,0.999,1
Ecoli,1919177,-,4.46,1,0.85,1
Ecoli,1919509,+,6.44,1,0.962,1
Ecoli,1919510,-,6.34,1,0.985,1
Ecoli,1919866,+,5.49,1,0.915,1
Ecoli,1919867,-,7.1,1,0.96,1
Ecoli,1920839,+,7.01,1,0.983,1
Ecoli,1920840,-,6.56,1,0.973,1
Ecoli,1921049,+,5.27,0.986,0.843,1
Ecoli,1921050,-,6.48,0.979,0.824,1
Ecoli,1921223,+,5.32,1,0.886,1
Ecoli,1921224,-,6.64,1,0.937,1
Ecoli,1921345,+,6.85,0.99,0.967,1
Ecoli,1921850,+,3.55,1,0.905,1
Ecoli,1921851,-,4.21,1,0.905,1
Ecoli,1921979,+,5.55,0.984,0.839,1
Ecoli,1922016,+,7.01,1,0.938,1
Ecoli,1922017,-,4.34,0.974,0.756,1
Ecoli,1922224,+,4.01,0.951,0.766,1
Ecoli,1922225,-,5.25,0.985,0.843,1
Ecoli,1922232,+,6.14,0.968,0.842,1
Ecoli,1922233,-,4.37,0.881,0.716,1
Ecoli,1922427,+,5.74,0.958,0.802,1
Ecoli,1922428,-,4.74,0.926,0.717,1
Ecoli,1922802,+,5.11,1,0.932,1
Ecoli,1922803,-,5,1,0.847,1
Ecoli,1922844,+,6.11,1,0.932,1
Ecoli,1922845,-,5.83,0.945,0.762,1
Ecoli,1922994,+,4.37,0.867,0.72,1
Ecoli,1923431,+,6.26,1,0.852,1
Ecoli,1923432,-,5.03,0.979,0.772,1
Ecoli,1923753,+,5.43,0.98,0.827,1
Ecoli,1923754,-,6.13,0.997,0.917,1
Ecoli,1923821,+,6.26,1,0.901,1
Ecoli,1923822,-,4.65,0.985,0.816,1
Ecoli,1923996,+,8.32,1,0.883,1
Ecoli,1923997,-,5.11,0.992,0.908,1
Ecoli,1924275,+,5.35,0.95,0.794,1
Ecoli,1924276,-,4.39,0.953,0.746,1
Ecoli,1924425,+,6.7,1,0.896,1
Ecoli,1924426,-,6.23,0.953,0.747,1
Ecoli,1924572,+,5.91,1,0.983,1
Ecoli,1924573,-,5.7,0.932,0.759,1
Ecoli,1925036,+,5.64,1,0.897,1
Ecoli,1925133,+,4.04,0.998,0.843,1
Ecoli,1925134,-,8.05,1,1,1
Ecoli,1925213,+,4.6,0.907,0.708,1
Ecoli,1925214,-,6.67,0.944,0.713,1
Ecoli,1925624,+,5.46,1,0.855,1
Ecoli,1925625,-,5.36,1,0.872,1
Ecoli,1925708,+,5.88,1,0.985,1
Ecoli,1925709,-,4.12,0.898,0.706,1
Ecoli,1925761,+,4.83,1,1,1
Ecoli,1925762,-,5.53,1,0.88,1
Ecoli,1926023,+,6.32,0.984,0.839,1
Ecoli,1926024,-,6.8,0.968,0.798,1
Ecoli,1926165,+,5.07,1,0.921,1
Ecoli,1926166,-,6.43,1,1,1
Ecoli,1926238,+,4.65,0.898,0.733,1
Ecoli,1926239,-,5.54,0.951,0.77,1
Ecoli,1926321,+,6.02,0.927,0.903,0.954
Ecoli,1926322,-,6.15,0.989,0.9,1
Ecoli,1926447,+,4.74,1,0.853,1
Ecoli,1926448,-,5.67,1,0.992,1
Ecoli,1926691,+,4.51,0.877,0.701,1
Ecoli,1926692,-,5.39,0.937,0.744,1
Ecoli,1927085,+,5.09,0.995,0.833,1
Ecoli,1927086,-,6.04,1,0.957,1
Ecoli,1927424,+,5.95,1,0.993,1
Ecoli,1927769,+,7.09,1,0.865,1
Ecoli,1927770,-,7.23,0.998,0.984,1
Ecoli,1928013,-,6.22,0.987,0.861,1
Ecoli,1928030,+,6.61,0.985,0.859,1
Ecoli,1928194,-,6.54,1,1,1
Ecoli,1928663,+,4.85,0.996,0.845,1
Ecoli,1928664,-,5.61,0.995,0.873,1
Ecoli,1929081,+,6.26,0.985,0.868,1
Ecoli,1929082,-,5.51,1,0.831,1
Ecoli,1929249,+,4.66,1,0.95,1
Ecoli,1929250,-,4.47,0.919,0.726,1
Ecoli,1929391,+,6.81,0.925,0.87,0.982
Ecoli,1929392,-,8.27,0.968,0.82,1
Ecoli,1929527,+,4.46,0.911,0.796,1
Ecoli,1929536,-,4.79,1,0.942,1
Ecoli,1929636,+,6.1,0.974,0.819,1
Ecoli,1929637,-,5.3,0.98,0.83,1
Ecoli,1930181,+,4.75,1,0.864,1
Ecoli,1930182,-,5.93,1,0.967,1
Ecoli,1930205,+,7.74,1,0.873,1
Ecoli,1930206,-,6.55,0.925,0.749,1
Ecoli,1930280,+,5.94,1,0.91,1
Ecoli,1930281,-,5.31,0.918,0.789,1
Ecoli,1930640,+,6.31,1,0.931,1
Ecoli,1930641,-,6.49,0.999,0.974,1
Ecoli,1931005,+,5.28,1,0.808,1
Ecoli,1931006,-,5.8,1,0.902,1
Ecoli,1931127,+,5.71,1,0.833,1
Ecoli,1931128,-,7.15,0.995,0.902,1
Ecoli,1931154,+,5.51,1,0.986,1
Ecoli,1931155,-,5.64,0.995,0.81,1
Ecoli,1931660,-,5.18,0.991,0.99,1
Ecoli,1931767,+,5.19,1,0.923,1
Ecoli,1931768,-,5.31,0.959,0.82,1
Ecoli,1931823,+,6.26,1,1,1
Ecoli,1931824,-,5.98,1,0.916,1
Ecoli,1932091,+,6.93,0.931,0.752,1
Ecoli,1932092,-,4.15,1,0.968,1
Ecoli,1932098,+,3.59,0.923,0.702,1
Ecoli,1932099,-,4.82,0.942,0.778,1
Ecoli,1932311,+,9.47,1,1,1
Ecoli,1932312,-,6.15,1,0.91,1
Ecoli,1932413,+,5.04,0.927,0.707,1
Ecoli,1932826,+,5.44,1,1,1
Ecoli,1933385,+,7.09,1,0.944,1
Ecoli,1933386,-,6.26,0.986,0.799,1
Ecoli,1933760,+,4.71,0.999,0.865,1
Ecoli,1933761,-,4.62,1,0.843,1
Ecoli,1933772,+,5.85,1,0.851,1
Ecoli,1933773,-,5.12,1,0.92,1
Ecoli,1934796,+,4.86,0.893,0.703,1
Ecoli,1934797,-,7.15,0.993,0.896,1
Ecoli,1935100,+,5.33,1,0.94,1
Ecoli,1935217,+,6.3,1,0.872,1
Ecoli,1935218,-,5.83,0.991,0.897,1
Ecoli,1935359,+,6.09,0.931,0.778,1
Ecoli,1935360,-,4.71,0.885,0.739,1
Ecoli,1935608,+,5.02,0.964,0.832,1
Ecoli,1935609,-,5.76,0.984,0.973,1
Ecoli,1935659,+,7.47,0.998,0.918,1
Ecoli,1935660,-,6.51,1,0.907,1
Ecoli,1935694,+,6.06,0.955,0.753,1
Ecoli,1935695,-,5.95,0.983,0.963,1
Ecoli,1935833,-,5.69,1,0.861,1
Ecoli,1935994,+,5.49,0.998,0.997,1
Ecoli,1935995,-,5.38,0.984,0.828,1
Ecoli,1936514,+,7.83,1,0.921,1
Ecoli,1936515,-,5.75,1,0.986,1
Ecoli,1936748,+,4.95,1,0.884,1
Ecoli,1936749,-,6.09,0.969,0.854,0.985
Ecoli,1936971,+,6.54,1,0.917,1
Ecoli,1936972,-,4.71,0.971,0.794,1
Ecoli,1937514,+,6.77,1,1,1
Ecoli,1937515,-,4.38,1,0.97,1
Ecoli,1937704,+,6.06,0.985,0.856,1
Ecoli,1937705,-,3.94,1,1,1
Ecoli,1937785,+,6.2,0.941,0.79,1
Ecoli,1937786,-,5.2,0.937,0.73,1
Ecoli,1938256,+,6.39,0.983,0.813,1
Ecoli,1938456,+,6.14,0.97,0.933,1
Ecoli,1938457,-,6.82,0.894,0.753,1
Ecoli,1938792,+,5.47,1,0.839,1
Ecoli,1938793,-,6.11,0.996,0.886,1
Ecoli,1939240,+,5.31,0.888,0.713,1
Ecoli,1939241,-,4.53,0.97,0.798,1
Ecoli,1939372,+,5.27,0.989,0.868,1
Ecoli,1939373,-,6.14,0.978,0.867,1
Ecoli,1939390,+,5.44,1,0.905,1
Ecoli,1939561,+,6.69,0.954,0.781,1
Ecoli,1939562,-,6.11,0.968,0.793,1
Ecoli,1939567,+,5.77,0.996,0.994,1
Ecoli,1939829,+,6.51,0.917,0.728,1
Ecoli,1939830,-,4.83,0.89,0.708,1
Ecoli,1940059,+,4.7,1,0.966,1
Ecoli,1940370,+,4.57,1,0.974,1
Ecoli,1940554,+,2.27,1,0.806,1
Ecoli,1940814,+,6.61,1,1,1
Ecoli,1940815,-,5.62,0.897,0.724,1
Ecoli,1941423,+,4.86,0.951,0.748,1
Ecoli,1941424,-,5.97,0.974,0.824,1
Ecoli,1941747,+,5.4,0.999,0.905,1
Ecoli,1941748,-,4.85,0.981,0.9,0.991
Ecoli,1942182,+,5.94,1,0.88,1
Ecoli,1942183,-,5.14,0.867,0.711,1
Ecoli,1942213,-,6.62,0.983,0.822,1
Ecoli,1942282,-,1.89,1,1,1
Ecoli,1943200,+,6.43,0.967,0.802,1
Ecoli,1943201,-,7.81,0.986,0.849,1
Ecoli,1943407,+,4.96,0.992,0.911,1
Ecoli,1943408,-,5.15,0.957,0.74,1
Ecoli,1943450,+,5.91,1,0.877,1
Ecoli,1943451,-,5.4,0.894,0.721,1
Ecoli,1943657,+,4.55,0.963,0.761,1
Ecoli,1943658,-,5.49,0.886,0.718,1
Ecoli,1943764,-,2.66,1,0.745,1
Ecoli,1943790,+,5.93,1,0.855,1
Ecoli,1943791,-,4.62,0.983,0.845,1
Ecoli,1943880,+,4.97,1,0.833,1
Ecoli,1943881,-,7.7,0.972,0.805,1
Ecoli,1944793,+,8.3,1,0.985,1
Ecoli,1944794,-,5.51,1,0.863,1
Ecoli,1945013,+,6.91,0.985,0.807,1
Ecoli,1945014,-,5.47,1,0.962,1
Ecoli,1945189,+,5.46,0.998,0.892,1
Ecoli,1945297,+,4.59,1,0.877,1
Ecoli,1945298,-,5.49,0.955,0.753,1
Ecoli,1945563,+,5,0.969,0.793,1
Ecoli,1945564,-,4.96,0.891,0.71,1
Ecoli,1945711,+,6.88,0.986,0.772,1
Ecoli,1945712,-,5.76,1,0.898,1
Ecoli,1945750,+,4.93,0.952,0.74,1
Ecoli,1945751,-,8.19,0.945,0.792,0.971
Ecoli,1945840,+,6.36,1,0.84,1
Ecoli,1945841,-,4.64,1,0.866,1
Ecoli,1946369,-,6.94,1,0.87,1
Ecoli,1947353,+,5.78,1,0.854,1
Ecoli,1947354,-,5.51,0.924,0.775,1
Ecoli,1947494,-,3.87,1,0.865,1
Ecoli,1947550,+,5.18,0.983,0.807,1
Ecoli,1947551,-,7.29,0.994,0.856,1
Ecoli,1947733,+,7.06,1,0.845,1
Ecoli,1948026,+,6.47,1,0.902,1
Ecoli,1948295,+,4.73,1,0.892,1
Ecoli,1948296,-,6.8,1,0.887,1
Ecoli,1948401,-,4.9,1,0.918,1
Ecoli,1948538,-,7.1,1,0.877,1
Ecoli,1948598,+,6.33,0.936,0.728,1
Ecoli,1948599,-,7.15,1,0.987,1
Ecoli,1949377,+,7.93,0.996,0.99,1
Ecoli,1949378,-,6.32,0.929,0.78,1
Ecoli,1949522,+,8.55,1,1,1
Ecoli,1949523,-,6.58,1,0.876,1
Ecoli,1949584,+,6.95,1,0.987,1
Ecoli,1949585,-,5.03,0.941,0.746,1
Ecoli,1949632,+,6.27,0.946,0.761,1
Ecoli,1949668,+,6.94,1,1,1
Ecoli,1949669,-,5.87,1,1,1
Ecoli,1949734,+,6.6,1,0.894,1
Ecoli,1949735,-,7.52,1,0.96,1
Ecoli,1949828,+,8.11,1,0.864,1
Ecoli,1949829,-,5.29,1,0.818,1
Ecoli,1949888,+,5.56,1,1,1
Ecoli,1949889,-,5.1,0.915,0.747,1
Ecoli,1950367,+,6.3,0.956,0.78,1
Ecoli,1950368,-,6.75,0.94,0.769,1
Ecoli,1950373,+,5.19,1,0.972,1
Ecoli,1950374,-,5.94,0.935,0.718,1
Ecoli,1950423,-,7.19,1,1,1
Ecoli,1950436,+,6.44,0.986,0.814,1
Ecoli,1950806,+,4.68,1,0.908,1
Ecoli,1950815,-,5.44,1,1,1
Ecoli,1950871,+,5.93,1,0.989,1
Ecoli,1950872,-,7.03,1,0.954,1
Ecoli,1951163,+,5.49,0.986,0.825,1
Ecoli,1951164,-,6.77,0.958,0.779,1
Ecoli,1951216,+,7.1,1,0.899,1
Ecoli,1951381,+,5.24,0.857,0.702,1
Ecoli,1951382,-,4.89,0.928,0.747,1
Ecoli,1951449,+,5.43,0.943,0.773,1
Ecoli,1951450,-,4.89,0.921,0.712,1
Ecoli,1951986,+,5.19,1,1,1
Ecoli,1952169,+,4.54,0.877,0.718,1
Ecoli,1952170,-,6.8,0.93,0.753,1
Ecoli,1952795,+,6,0.988,0.926,1
Ecoli,1952796,-,5.21,1,0.87,1
Ecoli,1952886,+,5.72,1,0.882,1
Ecoli,1952887,-,7.23,0.942,0.75,1
Ecoli,1953284,+,7.45,1,1,1
Ecoli,1953285,-,6.29,0.955,0.772,1
Ecoli,1953445,+,4.5,0.99,0.866,1
Ecoli,1953446,-,7.04,1,0.965,1
Ecoli,1953776,+,5.18,0.998,0.929,1
Ecoli,1953892,+,5.26,0.991,0.91,1
Ecoli,1953893,-,5.43,1,1,1
Ecoli,1953953,+,8.82,1,0.974,1
Ecoli,1954082,+,4.47,1,0.914,1
Ecoli,1954083,-,5.69,0.988,0.889,1
Ecoli,1954163,+,5.23,0.937,0.768,1
Ecoli,1954164,-,5.03,1,1,1
Ecoli,1954346,+,7.12,0.958,0.794,1
